Manga Title,Anime Title,Season,Genre-1,Genre-2,Genre-3,Demographic,Studio,Manga Sales Pre-Anime,Platform_ABEMA_JP,Rating_ABEMA_JP,Platform_TV_JP,Rating_TV_JP,Platform_Crunchyroll_US,Rating_Crunchyroll_US,Platform_Netflix_US,Rating_Netflix_US,Platform_Netflix_PH,Rating_Netflix_PH,Platform_Bilibili_PH,Rating_Bilibili_PH
,Attack on Titan,SPRING,Action,Drama,Fantasy,Shounen,WIT STUDIO,,,,,,,,,,,,,
,Lunar Legend Tsukihime,FALL,Action,Horror,Mystery,Seinen,J.C.STAFF,,,,,,,,,,,,,
,The Duke of Death and His Maid,SUMMER,Comedy,Drama,Romance,Shounen,J.C.STAFF,,,,,,,,,,,,,
,"Momo, the Girl God of Death",SPRING,Drama,Fantasy,Psychological,Shoujo,Group TAC,,,,,,,,,,,,,
,"The Fruit of Evolution: Before I Knew It, My Life Had It Made",FALL,Adventure,Comedy,Fantasy,Seinen,Hotline,,,,,,,,,,,,,
,Psychic Detective Yakumo,FALL,Horror,Mystery,Romance,Shoujo,Bee Train,,,,,,,,,,,,,
,Squid Girl,FALL,Comedy,Slice of Life,,Shounen,diomedéa,,,,,,,,,,,,,
,From the New World,FALL,Drama,Horror,Mystery,Seinen,A-1 Pictures,,,,,,,,,,,,,
,The Executioner and Her Way of Life,SPRING,Action,Adventure,Drama,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Revolutionary Girl Utena,SPRING,Drama,Fantasy,Mystery,Shoujo,J.C.STAFF,,,,,,,,,,,,,
,Girls' Last Tour,FALL,Adventure,Sci-Fi,Slice of Life,Seinen,WHITE FOX,,,,,,,,,,,,,
,Altair: A Record of Battles,SUMMER,Adventure,Drama,Fantasy,Shounen,MAPPA,,,,,,,,,,,,,
,Shonen Maid,SPRING,Comedy,Slice of Life,,Shoujo,8-bit,,,,,,,,,,,,,
,Shonen Onmyoji,FALL,Action,Fantasy,Supernatural,Shounen,Studio DEEN,,,,,,,,,,,,,
,Showa Genroku Rakugo Shinju,WINTER,Drama,Historical,,Josei,Studio DEEN,,,,,,,,,,,,,
,Shugo Chara!,FALL,Comedy,Magical Girl,Romance,Shoujo,Satelight,,,,,,,,,,,,,
,WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?,SPRING,Drama,Fantasy,Mystery,Seinen,Satelight,,,,,,,,,,,,,
,Knights of Sidonia,SPRING,Action,Fantasy,Mecha,Seinen,POLYGON PICTURES,,,,,,,,,,,,,
,Simoun,SPRING,Drama,Fantasy,Romance,Seinen,Studio DEEN,,,,,,,,,,,,,
,SKET Dance,SPRING,Comedy,Drama,Slice of Life,Shounen,Tatsunoko Production,,,,,,,,,,,,,
,Skip Beat!,FALL,Comedy,Drama,Romance,Shoujo,Hal Film Maker,,,,,,,,,,,,,
,Skip and Loafer,SPRING,Comedy,Romance,Slice of Life,Seinen,P.A.WORKS,,,,,,,,,,,,,
,The Skull Man,SPRING,Action,Mystery,Supernatural,Seinen,bones,,,,,,,,,,,,,
,Slam Dunk,FALL,Comedy,Drama,Slice of Life,Shounen,Toei Animation,,,,,,,,,,,,,
,The Slayers,SPRING,Adventure,Comedy,Fantasy,Seinen,E&G Films,,,,,,,,,,,,,
,The Slayers Evolution-R,WINTER,Adventure,Comedy,Fantasy,Seinen,J.C.STAFF,,,,,,,,,,,,,
,The Slayers Revolution,SUMMER,Adventure,Comedy,Fantasy,Seinen,J.C.STAFF,,,,,,,,,,,,,
,I've Been Killing Slimes for 300 Years and Maxed Out My Level,SPRING,Adventure,Comedy,Fantasy,Shounen,REVOROOT,,,,,,,,,,,,,
,Slow Loop,WINTER,Slice of Life,Sports,,Seinen,CONNECT,,,,,,,,,,,,,
,Slow Start,WINTER,Comedy,Slice of Life,School,Seinen,CloverWorks,,,,,,,,,,,,,
,Sound of the Sky,WINTER,Music,Sci-Fi,Slice of Life,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Sola,SPRING,Drama,Romance,Slice of Life,Seinen,Nomad,,,,,,,,,,,,,
,Somali and the Forest Spirit,WINTER,Adventure,Drama,Fantasy,Seinen,Satelight,,,,,,,,,,,,,
,At The Mercy of The Sky,SUMMER,Comedy,Romance,Slice of Life,Seinen,Studio Comet,,,,,,,,,,,,,
,A Place Further Than the Universe,WINTER,Adventure,Comedy,Drama,Seinen,MADHOUSE,,,,,,,,,,,,,
,When Will Ayumu Make His Move?,SUMMER,Comedy,Romance,Slice of Life,Shounen,SILVER LINK.,,,,,,,,,,,,,
,And Yet The Town Moves,FALL,Comedy,Slice of Life,,Seinen,Shaft,,,,,,,,,,,,,
,The World is Still Beautiful,SPRING,Adventure,Fantasy,Romance,Shoujo,Studio Pierrot,,,,,,,,,,,,,
,Soul Eater,SPRING,Action,Adventure,Comedy,Shounen,bones,,,,,,,,,,,,,
,Aquarion,SPRING,Action,Mecha,Romance,Shounen,Satelight,,,,,,,,,,,,,
,Twin Star Exorcists,SPRING,Action,Adventure,Comedy,Shounen,Studio Pierrot,,,,,,,,,,,,,
,Beyond the Heavens,SPRING,Action,Adventure,,Seinen,MADHOUSE,,,,,,,,,,,,,
,Fist of the Blue Sky,FALL,Action,Martial Arts,Historical,Seinen,APPP,,,,,,,,,,,,,
,S.A: Special A,SPRING,Comedy,Drama,Romance,Shoujo,GONZO,,,,,,,,,,,,,
,Spiral: Bond of Reasoning,FALL,Comedy,Drama,Mystery,Shounen,J.C.STAFF,,,,,,,,,,,,,
,Spy Classroom,WINTER,Action,Comedy,Drama,Seinen,feel.,,,,,,,,,,,,,
,SPY x FAMILY,SPRING,Action,Comedy,Slice of Life,Shounen,CloverWorks,,,,,,,,,,,,,
,Steins;Gate,SPRING,Drama,Psychological,Sci-Fi,Seinen,WHITE FOX,,,,,,,,,,,,,
,Magic of Stella,FALL,Comedy,Slice of Life,School,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Stop!! Hibari-kun!,SPRING,Comedy,Slice of Life,,Shounen,Toei Animation,,,,,,,,,,,,,
,Sugar Apple Fairy Tale,WINTER,Adventure,Fantasy,Romance,Shoujo,J.C.STAFF,,,,,,,,,,,,,
,Sugar Sugar Rune,SUMMER,Adventure,Comedy,Drama,Shoujo,Studio Pierrot,,,,,,,,,,,,,
,Gargantia on the Verdurous Planet,SPRING,Action,Adventure,Mecha,Seinen,Production I.G,,,,,,,,,,,,,
,The Girl I Like Forgot Her Glasses,SUMMER,Comedy,Romance,School,Shounen,GoHands,,,,,,,,,,,,,
,"Say ""I love you.""",WINTER,Romance,Drama,,Shoujo,ZEXCS,,,,,,,,,,,,,
,Summer Time Rendering,SPRING,Action,Drama,Mystery,Shounen,OLM,,,,,,,,,,,,,
,Sumomomo Momomo: Chijou Saikyou no Yome,FALL,Action,Comedy,Romance,Seinen,Studio Hibari,,,,,,,,,,,,,
,Desert Punk,FALL,Action,Adventure,Comedy,Shounen,GONZO,,,,,,,,,,,,,
,Super Cub,SPRING,Slice of Life,School,,Seinen,Studio KAI,,,,,,,,,,,,,
,SUPER LOVERS,SPRING,Comedy,Drama,Romance,Seinen,Studio DEEN,,,,,,,,,,,,,
,Suzuka,SUMMER,Drama,Romance,Sports,Shounen,Studio Comet,,,,,,,,,,,,,
,The Melancholy of Haruhi Suzumiya,SPRING,Comedy,Mystery,Sci-Fi,Seinen,Kyoto Animation,,,,,,,,,,,,,
,Sweet Valerian,SUMMER,Action,Comedy,Magical Girl,Shoujo,MADHOUSE,,,,,,,,,,,,,
,Sword Art Online,SUMMER,Action,Adventure,Fantasy,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Sword Art Online Alternative: Gun Gale Online,SPRING,Action,Sci-Fi,,Seinen,Studio 3Hz,,,,,,,,,,,,,
,Tactics,FALL,Comedy,Drama,Fantasy,Shoujo,Studio DEEN,,,,,,,,,,,,,
,Taisho Otome Fairy Tale,FALL,Comedy,Drama,Romance,Shounen,SynergySP,,,,,,,,,,,,,
,Tales of the Abyss,FALL,Adventure,Drama,Fantasy,Seinen,Sunrise,,,,,,,,,,,,,
,Tamako Market,WINTER,Comedy,Slice of Life,Romance,Seinen,Kyoto Animation,,,,,,,,,,,,,
,Tanaka-kun is Always Listless,SPRING,Comedy,Slice of Life,School,Shounen,SILVER LINK.,,,,,,,,,,,,,
,Detective School Q,SPRING,Comedy,Drama,Mystery,Shounen,Studio Pierrot,,,,,,,,,,,,,
,The Detective Is Already Dead,SUMMER,Comedy,Drama,Mystery,Seinen,ENGI,,,,,,,,,,,,,
,Tari Tari,SUMMER,Music,Slice of Life,School,Seinen,P.A.WORKS,,,,,,,,,,,,,
,Dusk Maiden of Amnesia,SPRING,Horror,Mystery,Romance,Shounen,SILVER LINK.,,,,,,,,,,,,,
,The Rising of the Shield Hero,WINTER,Action,Adventure,Fantasy,Seinen,Kinema Citrus,,,,,,,,,,,,,
,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,WINTER,Adventure,Comedy,Fantasy,Seinen,LIDENFILMS,,,,,,,,,,,,,
,Tayutama: Kiss on My Deity,SPRING,Romance,Supernatural,,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Teekyuu,FALL,Comedy,Slice of Life,Sports,Shounen,MAPPA,,,,,,,,,,,,,
,Letter Bee: Light and Blue Night Fantasy,FALL,Adventure,Fantasy,Slice of Life,Shounen,Pierrot+,,,,,,,,,,,,,
,Iron Fist Chinmi,SUMMER,Action,Adventure,,Shounen,Ashi Productions,,,,,,,,,,,,,
,Heaven’s Design Team,WINTER,Comedy,Fantasy,Slice of Life,Seinen,Asahi Production,,,,,,,,,,,,,
,Gurren Lagann,SPRING,Action,Comedy,Drama,Shounen,Gainax,,,,,,,,,,,,,
,Tengoku Daimakyo,SPRING,Adventure,Mystery,Sci-Fi,Seinen,Production I.G,,,,,,,,,,,,,
,Vision of Escaflowne,SPRING,Adventure,Fantasy,Mecha,Shoujo,Sunrise,,,,,,,,,,,,,
,Tennis no Ouji-sama,WINTER,Action,Sports,Drama,Shounen,Trans Arts,,,,,,,,,,,,,
,My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,SUMMER,Action,Adventure,Comedy,Shounen,REVOROOT,,,,,,,,,,,,,
,The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far,SPRING,Action,Comedy,Fantasy,Shounen,Magic Bus,,,,,,,,,,,,,
,Reincarnated as a Sword,FALL,Action,Adventure,Fantasy,Seinen,C2C,,,,,,,,,,,,,
,That Time I Got Reincarnated as a Slime,FALL,Action,Adventure,Comedy,Shounen,8-bit,,,,,,,,,,,,,
,Tenshi na Konamaiki,SPRING,Comedy,Romance,Supernatural,Shounen,TMS Entertainment,,,,,,,,,,,,,
,Tesla Note,FALL,Action,Comedy,Drama,Shounen,Gambit,,,,,,,,,,,,,
,Gigantor,FALL,Adventure,Mecha,Sci-Fi,Shounen,Eiken,,,,,,,,,,,,,
,Astro Boy (1980),FALL,Action,Adventure,Mecha,Shounen,Tezuka Productions,,,,,,,,,,,,,
,The Big O,FALL,Action,Mecha,Mystery,Seinen,Sunrise,,,,,,,,,,,,,
,The God of High School,SUMMER,Action,Fantasy,Supernatural,Shounen,MAPPA,,,,,,,,,,,,,
,The Idol Master,SUMMER,Comedy,Drama,Music,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Thermae Romae,WINTER,Adventure,Comedy,Slice of Life,Seinen,DLE,,,,,,,,,,,,,
,Tiger & Bunny,SPRING,Action,Comedy,Mecha,Seinen,Sunrise,,,,,,,,,,,,,
,Tiger Mask,FALL,Sports,Sports,,Shounen,Toei Animation,,,,,,,,,,,,,
,To Heart,SPRING,Drama,Romance,Slice of Life,Seinen,OLM,,,,,,,,,,,,,
,A Certain Magical Index,FALL,Action,Sci-Fi,Supernatural,Shounen,J.C.STAFF,,,,,,,,,,,,,
,Katana Maidens ~ Toji No Miko,WINTER,Action,Fantasy,,Seinen,Studio Gokumi,,,,,,,,,,,,,
,Tokimeki Tonight,FALL,Comedy,Fantasy,Romance,Shoujo,Group TAC,,,,,,,,,,,,,
,Tokko,SPRING,Action,Comedy,Horror,Seinen,Group TAC ,,,,,,,,,,,,,
,Tokyo ESP,SUMMER,Action,Fantasy,Supernatural,Seinen,Xebec,,,,,,,,,,,,,
,Tokyo Ghoul,SUMMER,Action,Drama,Horror,Seinen,Studio Pierrot,,,,,,,,,,,,,
,Tokyo Mew Mew,SPRING,Adventure,Comedy,Fantasy,Shoujo,Studio Pierrot,,,,,,,,,,,,,
,Tokyo Ravens,FALL,Action,Comedy,Supernatural,Seinen,8-bit,,,,,,,,,,,,,
,Tokyo Tribe 2,FALL,Action,Drama,,Seinen,MADHOUSE,,,,,,,,,,,,,
,Tokyo Underground,SPRING,Action,Adventure,Romance,Shounen,Studio Pierrot,,,,,,,,,,,,,
,Tomo-chan Is a Girl!,WINTER,Comedy,Romance,Slice of Life,Shounen,Lay-duce,,,,,,,,,,,,,
,Tomodachi Game,SPRING,Drama,Mystery,Psychological,Shounen,Okuruto Noboru,,,,,,,,,,,,,
,My Little Monster,FALL,Comedy,Romance,Slice of Life,Shoujo,Brain's Base,,,,,,,,,,,,,
,Ms. vampire who lives in my neighborhood.,FALL,Comedy,Slice of Life,Supernatural,Seinen,Studio Gokumi,,,,,,,,,,,,,
,Tonari no Seki-kun: The Master of Killing Time,WINTER,Comedy,School,Slice of Life,Seinen,Shin-Ei Animation,,,,,,,,,,,,,
,Campfire Cooking in Another World with my Absurd Skill,WINTER,Adventure,Comedy,Fantasy,Seinen,MAPPA,,,,,,,,,,,,,
,TONIKAWA: Over The Moon For You,FALL,Comedy,Romance,Slice of Life,Shounen,Seven Arcs,,,,,,,,,,,,,
,Toradora!,FALL,Comedy,Drama,Romance,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Toriko,SPRING,Action,Adventure,Comedy,Shounen,Toei Animation,,,,,,,,,,,,,
,Library War,SPRING,Action,Comedy,Romance,Shoujo,Production I.G,,,,,,,,,,,,,
,Tottemo! Luckyman,SPRING,Comedy,Sci-Fi,,Shounen,Studio Pierrot,,,,,,,,,,,,,
,Touch,SPRING,Drama,Romance,Slice of Life,Shounen,Group TAC,,,,,,,,,,,,,
,Trigun,SPRING,Action,Adventure,Comedy,Shounen,MADHOUSE,,,,,,,,,,,,,
,Trinity Blood,SPRING,Action,Drama,Horror,Shoujo,GONZO,,,,,,,,,,,,,
,TSUKIMICHI -Moonlit Fantasy-,SUMMER,Action,Adventure,Comedy,Shounen,C2C,,,,,,,,,,,,,
,Irina: The Vampire Cosmonaut,FALL,Drama,Romance,Sci-Fi,Seinen,Arvo Animation,,,,,,,,,,,,,
,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,WINTER,Comedy,Fantasy,Romance,Josei,Tezuka Productions,,,,,,,,,,,,,
,Tsuredure Children,SUMMER,Comedy,Drama,Romance,Shounen,Studio Gokumi,,,,,,,,,,,,,
,Tsurikichi Sanpei,SPRING,Adventure,Sports,,Shounen,Nippon Animation,,,,,,,,,,,,,
,Turn A Gundam,SPRING,Action,Adventure,Drama,Seinen,Sunrise,,,,,,,,,,,,,
,My Tiny Senpai,SUMMER,Comedy,Romance,Slice of Life,Seinen,project No.9,,,,,,,,,,,,,
,"If It's for My Daughter, I'd Even Defeat a Demon Lord",SUMMER,Adventure,Fantasy,Slice of Life,Seinen,Maho Film,,,,,,,,,,,,,
,My Master Has No Tail,FALL,Comedy,Fantasy,Slice of Life,Seinen,LIDENFILMS,,,,,,,,,,,,,
,Captain Harlock Space Pirate,SPRING,Action,Adventure,Drama,Seinen,Toei Animation,,,,,,,,,,,,,
,Space Brothers,SPRING,Comedy,Sci-Fi,Slice of Life,Seinen,A-1 Pictures,,,,,,,,,,,,,
,Stellvia of the Universe,SPRING,Action,Mecha,Romance,Seinen,Xebec,,,,,,,,,,,,,
,Space Patrol Luluco,SPRING,Action,Adventure,Comedy,Seinen,TRIGGER,,,,,,,,,,,,,
,Star Blazers: The Quest for Iscandar,FALL,Action,Adventure,Drama,Seinen,Office Academy,,,,,,,,,,,,,
,Poco's Udon World,FALL,Fantasy,Slice of Life,,Seinen,LIDENFILMS,,,,,,,,,,,,,
,The Law of Ueki,SPRING,Action,Adventure,Comedy,Shounen,Studio DEEN,,,,,,,,,,,,,
,UFO Robo Grendizer,FALL,Mecha,Action,Sci-Fi,Shounen,Toei Animation,,,,,,,,,,,,,
,Ultramaniac - Magical Girl,SPRING,Comedy,Romance,Supernatural,Shoujo,Ashi Productions,,,,,,,,,,,,,
,Triton of the Sea,SPRING,Adventure,Fantasy,,Shounen,Animation Staff Room,,,,,,,,,,,,,
,Umineko: When They Cry,SUMMER,Drama,Horror,Mystery,Seinen,Studio DEEN,,,,,,,,,,,,,
,The Betrayal Knows My Name,SPRING,Adventure,Drama,Fantasy,Shoujo,J.C.STAFF,,,,,,,,,,,,,
,Life Lessons with Uramichi Oniisan,SUMMER,Comedy,Slice of Life,,Seinen,Studio Blanc,,,,,,,,,,,,,
,Urara Meirocho,WINTER,Comedy,Fantasy,Slice of Life,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Otherside Picnic,WINTER,Adventure,Fantasy,Mystery,Seinen,LIDENFILMS,,,,,,,,,,,,,
,Urayasu Tekkin Kazoku,SUMMER,Comedy,Parody,,Shounen,Studio DEEN,,,,,,,,,,,,,
,Urusei Yatsura,FALL,Comedy,Drama,Romance,Shounen,Studio Pierrot,,,,,,,,,,,,,
,Bunny Drop,SUMMER,Slice of Life,Drama,,Josei,Production I.G,,,,,,,,,,,,,
,In Search of the Lost Future,FALL,Drama,Romance,Sci-Fi,Seinen,feel.,,,,,,,,,,,,,
,Utawarerumono,SPRING,Action,Drama,Fantasy,Seinen,OLM,,,,,,,,,,,,,
,Vampire Knight,SPRING,Drama,Mystery,Romance,Shoujo,Studio DEEN,,,,,,,,,,,,,
,Vandread,FALL,Action,Comedy,Mecha,Seinen,GONZO,,,,,,,,,,,,,
,The Case Study of Vanitas,SUMMER,Action,Drama,Fantasy,Shounen,bones,,,,,,,,,,,,,
,Venus Versus Virus,WINTER,Drama,Romance,Supernatural,Seinen,Studio Hibari,,,,,,,,,,,,,
,Lady Oscar: The Rose of Versailles,FALL,Adventure,Drama,Romance,Shoujo,Tokyo Movie Shinsha,,,,,,,,,,,,,
,Vinland Saga,SUMMER,Action,Adventure,Drama,Seinen,WIT STUDIO,,,,,,,,,,,,,
,Violet Evergarden,WINTER,Drama,Fantasy,Slice of Life,Seinen,Kyoto Animation,,,,,,,,,,,,,
,Vivy -Fluorite Eye's Song-,SPRING,Action,Drama,Music,Seinen,WIT STUDIO,,,,,,,,,,,,,
,Our Home's Fox Deity,SPRING,Adventure,Fantasy,Supernatural,Shounen,ZEXCS,,,,,,,,,,,,,
,Wakakozake,SUMMER,Slice of Life,Food,,Seinen,office DCI,,,,,,,,,,,,,
,Wangan Midnight,SUMMER,Action,Sports,,Seinen,A.C.G.T.,,,,,,,,,,,,,
,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!",SUMMER,Comedy,Slice of Life,Slice of Life,Shounen,SILVER LINK.,,,,,,,,,,,,,
,"Kiss Him, Not Me",FALL,Comedy,Romance,,Shoujo,Brain's Base,,,,,,,,,,,,,
,WATATEN!: an Angel Flew Down to Me,WINTER,Comedy,Slice of Life,,Seinen,Doga Kobo,,,,,,,,,,,,,
,My Happy Marriage,SUMMER,Drama,Romance,Supernatural,Shoujo,Kinema Citrus,,,,,,,,,,,,,
,Yuri Is My Job!,SPRING,Comedy,Drama,Romance,Seinen,Passione,,,,,,,,,,,,,
,Didn't I Say to Make My Abilities Average in the Next Life?!,FALL,Action,Adventure,Comedy,Seinen,project No.9,,,,,,,,,,,,,
,Whistle!,SPRING,Sports,School,,Shounen,Studio Comet,,,,,,,,,,,,,
,White Album,WINTER,Drama,Music,Romance,Seinen,Seven Arcs,,,,,,,,,,,,,
,Witch Craft Works,WINTER,Action,Fantasy,Supernatural,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Witchblade,SPRING,Action,Sci-Fi,Supernatural,Seinen,GONZO,,,,,,,,,,,,,
,Wolf's Rain,WINTER,Action,Adventure,Drama,Seinen,bones,,,,,,,,,,,,,
,The Amazing 3,SUMMER,Action,Adventure,Comedy,Shounen,Mushi Productions,,,,,,,,,,,,,
,Wagnaria!!3,SUMMER,Comedy,Romance,Slice of Life,Seinen,A-1 Pictures,,,,,,,,,,,,,
,World Trigger,FALL,Action,Sci-Fi,,Shounen,Toei Animation,,,,,,,,,,,,,
,Wotakoi: Love is Hard for Otaku,SPRING,Comedy,Romance,Slice of Life,Josei,A-1 Pictures,,,,,,,,,,,,,
,X,SUMMER,Action,Drama,Fantasy,Shoujo,MADHOUSE,,,,,,,,,,,,,
,xxxHOLiC,SPRING,Comedy,Drama,Horror,Seinen,Production I.G,,,,,,,,,,,,,
,Bloom Into You,FALL,Drama,Romance,Slice of Life,Shounen,TROYCA,,,,,,,,,,,,,
,My Teen Romantic Comedy SNAFU TOO!,FALL,Comedy,Romance,Slice of Life,Seinen,feel.,,,,,,,,,,,,,
,Yakitate!! Japan,FALL,Comedy,Food,,Shounen,Sunrise,,,,,,,,,,,,,
,The Promised Neverland,WINTER,Drama,Fantasy,Horror,Shounen,CloverWorks,,,,,,,,,,,,,
,Encouragement of Climb,WINTER,Adventure,Comedy,Slice of Life,Seinen,8-bit,,,,,,,,,,,,,
,Yamada and the Seven Witches,SPRING,Comedy,Mystery,Romance,Shounen,LIDENFILMS,,,,,,,,,,,,,
,My Love Story with Yamada-kun at Lv999,SPRING,Comedy,Drama,Romance,Shoujo,MADHOUSE,,,,,,,,,,,,,
,Descendants of Darkness,FALL,Drama,Fantasy,Horror,Shoujo,J.C.STAFF,,,,,,,,,,,,,
,Yawara!,SUMMER,Action,Comedy,Drama,Seinen,MADHOUSE,,,,,,,,,,,,,
,"SING ""YESTERDAY"" FOR ME",SPRING,Drama,Romance,Slice of Life,Seinen,Doga Kobo,,,,,,,,,,,,,
,Hitori no Shita - The Outcast,SUMMER,Action,Adventure,Supernatural,Shounen,Pandanium,,,,,,,,,,,,,
,Call of the Night,SUMMER,Comedy,Psychological,Romance,Shounen,LIDENFILMS,,,,,,,,,,,,,
,Nights with a Cat,SUMMER,Comedy,Slice of Life,,Seinen,Studio PuYUKAI,,,,,,,,,,,,,
,Saga of Tanya the Evil,WINTER,Action,Fantasy,Another World,Seinen,NUT,,,,,,,,,,,,,
,Elegant Yokai Apartment Life,SUMMER,Mystery,Slice of Life,Supernatural,Seinen,Shin-Ei Animation,,,,,,,,,,,,,
,Yo-kai Watch,WINTER,Comedy,Supernatural,Supernatural,Shounen,OLM,,,,,,,,,,,,,
,Classroom of the Elite,SUMMER,Drama,Psychological,School,Seinen,Lerche,,,,,,,,,,,,,
,Young Black Jack,FALL,Drama,Medical,Historical,Seinen,Tezuka Productions,,,,,,,,,,,,,
,Yowamushi Pedal,FALL,Comedy,Drama,Sports,Shounen,TMS Entertainment,,,,,,,,,,,,,
,Yozakura Quartet,FALL,Action,Comedy,Supernatural,Shounen,Nomad,,,,,,,,,,,,,
,Yume Tsukai,SPRING,Comedy,Drama,Slice of Life,Seinen,MADHOUSE,,,,,,,,,,,,,
,Dream Eater Merry,WINTER,Action,Supernatural,Supernatural,Shounen,J.C.STAFF,,,,,,,,,,,,,
,The Dreaming Boy is a Realist,SUMMER,Comedy,Romance,Slice of Life,Seinen,Studio Gokumi,,,,,,,,,,,,,
,Yurikuma Arashi,WINTER,Drama,Fantasy,Magical Girl,Seinen,SILVER LINK.,,,,,,,,,,,,,
,Yuki Yuna is a Hero,FALL,Action,Drama,Fantasy,Seinen,Studio Gokumi,,,,,,,,,,,,,
,Moriarty the Patriot,FALL,Drama,Mystery,Psychological,Shounen,Production I.G,,,,,,,,,,,,,
,Beast Tamer,FALL,Adventure,Fantasy,Comedy,Seinen,EMT Squared,,,,,,,,,,,,,
,I'm Quitting Heroing,SPRING,Action,Adventure,Comedy,Seinen,EMT Squared,,,,,,,,,,,,,
,Yuyushiki,SPRING,Comedy,Slice of Life,,Seinen,Kinema Citrus,,,,,,,,,,,,,
,Grimoire of Zero,SPRING,Action,Drama,Fantasy,Seinen,WHITE FOX,,,,,,,,,,,,,
,The Familiar of Zero,SUMMER,Action,Adventure,Comedy,Seinen,J.C.STAFF,,,,,,,,,,,,,
,Zetman,SPRING,Action,Drama,Horror,Seinen,TMS Entertainment,,,,,,,,,,,,,
,Blast of Tempest,FALL,Action,Drama,Fantasy,Shounen,bones,,,,,,,,,,,,,
,Psychic Squad,SPRING,Action,Comedy,Sci-Fi,Shounen,SynergySP,,,,,,,,,,,,,
,Zipang,FALL,Action,Sci-Fi,Sci-Fi,Seinen,Studio DEEN,,,,,,,,,,,,,
,Zom 100: Bucket List of the Dead,SUMMER,Action,Comedy,Horror,Seinen,BUG FILMS,,,,,,,,,,,,,
,Zombie Loan,SUMMER,Action,Horror,Supernatural,Shounen,Xebec,,,,,,,,,,,,,
,ZOMBIE LAND SAGA,FALL,Comedy,Music,Supernatural,Seinen,MAPPA,,,,,,,,,,,,,
